iT00, iT01, iT02, iT03, iT10, iT11, iT12, iT13, iT20, iT21, iT22, iT23, iT30, iT31, iT32, iT33, 
0.990587, 0.04308, 0.129929, 0.319051, -0.102576, 0.862129, 0.496197, 0.676791, -0.0906393, -0.504854, 0.858433, 0.610726, 0, 0, 0, 1
0.774426, 0.149291, -0.614798, -0.0767504, -0.0928084, 0.988055, 0.123024, -0.799271, 0.625821, -0.0382141, 0.77903, 0.0551583, 0, 0, 0, 1
0.843234, -0.147343, -0.516958, 0.101874, 0.206409, 0.976728, 0.0582967, 0.667695, 0.496338, -0.155862, 0.854023, 0.942532, 0, 0, 0, 1
0.725279, 0.50612, -0.466703, 0.576821, -0.687093, 0.48953, -0.536901, -0.602066, -0.043271, 0.710072, 0.702798, 0.0689866, 0, 0, 0, 1
0.898658, 0.0574716, -0.434869, -0.222766, -0.335244, 0.729332, -0.596395, -0.255539, 0.282888, 0.681742, 0.674687, 0.955551, 0, 0, 0, 1
0.770328, -0.380407, 0.511748, 0.91614, 0.484567, 0.870899, -0.0820314, 0.00779206, -0.414475, 0.311167, 0.855211, -0.20061, 0, 0, 0, 1
0.758869, -0.330691, 0.561036, -0.673935, 0.379337, 0.924707, 0.0319496, -0.313113, -0.52936, 0.188576, 0.827174, 0.151234, 0, 0, 0, 1
0.725853, -0.22243, 0.650894, -0.706156, 0.490878, 0.830379, -0.263644, 0.0105414, -0.481846, 0.510877, 0.711919, 0.122398, 0, 0, 0, 1
0.814578, 0.552068, 0.178002, -0.927254, -0.46291, 0.803624, -0.374036, -0.193749, -0.34954, 0.222283, 0.910172, 0.897821, 0, 0, 0, 1
0.839428, -0.0931797, 0.535424, 0.0697852, -0.173622, 0.887586, 0.426668, -0.498395, -0.514992, -0.451119, 0.728886, 0.0654962, 0, 0, 0, 1
0.75818, -0.0149852, -0.651873, -0.852065, 0.143572, 0.979037, 0.144479, -0.994183, 0.636043, -0.203132, 0.744437, 0.762029, 0, 0, 0, 1
0.914145, 0.0375802, 0.403641, 0.89783, 0.123096, 0.922948, -0.364711, 0.858748, -0.386246, 0.383086, 0.839083, -0.787446, 0, 0, 0, 1
0.981814, -0.037593, 0.186086, -0.496231, -0.0880905, 0.778076, 0.621963, 0.533815, -0.168171, -0.627044, 0.760614, 0.131763, 0, 0, 0, 1
0.728463, -0.387068, 0.565261, 0.126053, 0.173614, 0.902464, 0.394231, 0.842937, -0.662721, -0.189046, 0.724612, 0.167443, 0, 0, 0, 1
0.999755, -0.0186194, -0.0119573, 0.344909, 0.0195621, 0.99625, 0.0842782, -0.945545, 0.0103432, -0.0844915, 0.99637, 0.39342, 0, 0, 0, 1
0.894369, 0.442985, 0.0621968, 0.164642, -0.392196, 0.843392, -0.367249, 0.227726, -0.215142, 0.304063, 0.928041, 0.488914, 0, 0, 0, 1
0.798716, 0.0457337, -0.599967, -0.547662, -0.0672471, 0.997645, -0.0134763, -0.927119, 0.597938, 0.0511098, 0.799911, -0.119655, 0, 0, 0, 1
0.961666, 0.257251, 0.0949748, -0.213887, -0.258064, 0.731859, 0.630702, 0.625715, 0.0927403, -0.631034, 0.770191, 0.654131, 0, 0, 0, 1
0.73996, -0.643703, 0.195207, -0.720932, 0.668568, 0.671893, -0.318711, -0.622064, 0.0739967, 0.366342, 0.927533, 0.26726, 0, 0, 0, 1
0.894173, -0.324656, 0.308306, -0.661673, 0.125152, 0.842407, 0.524106, -0.253281, -0.429873, -0.430056, 0.79389, -0.693615, 0, 0, 0, 1
0.835177, -0.536221, 0.12225, 0.214844, 0.546469, 0.784007, -0.294458, -0.678233, 0.0620493, 0.31273, 0.947813, -0.386098, 0, 0, 0, 1
0.955203, 0.224732, 0.192571, 0.725354, -0.256641, 0.953035, 0.160807, 0.700775, -0.147388, -0.203025, 0.968017, -0.138166, 0, 0, 0, 1
0.838777, 0.266423, -0.474838, -0.273985, -0.532069, 0.586187, -0.610973, 0.151779, 0.115567, 0.765117, 0.633436, 0.609496, 0, 0, 0, 1
0.884073, 0.464182, 0.0543036, 0.804469, -0.467342, 0.877485, 0.107755, 0.348723, 0.00236758, -0.120642, 0.992693, 0.239314, 0, 0, 0, 1
0.985727, -0.0552078, -0.159039, 0.323659, 0.0976139, 0.957116, 0.272766, 0.133561, 0.13716, -0.284397, 0.948844, 0.387843, 0, 0, 0, 1
0.876796, -0.469289, -0.104867, 0.01622, 0.47461, 0.809508, 0.345605, -0.919849, -0.0772979, -0.352795, 0.932502, -0.133266, 0, 0, 0, 1
0.869135, -0.465256, -0.167754, -0.580925, 0.458096, 0.629454, 0.627643, -0.490737, -0.186421, -0.622354, 0.760212, 0.815947, 0, 0, 0, 1
0.97217, -0.216486, 0.0895505, 0.264689, 0.122474, 0.795483, 0.593471, 0.840978, -0.199714, -0.565987, 0.799858, 0.333392, 0, 0, 0, 1
0.817114, 0.0804468, -0.570836, 0.735562, 0.167513, 0.914354, 0.368642, -0.974407, 0.551602, -0.396845, 0.733655, 0.751769, 0, 0, 0, 1
0.996929, 0.019539, 0.0758383, 0.616, -0.0446222, 0.937529, 0.345035, -0.579019, -0.0643589, -0.347359, 0.935521, 0.680564, 0, 0, 0, 1
0.73833, -0.00221287, -0.674436, 0.54881, 0.236744, 0.937212, 0.256098, 0.0672452, 0.631523, -0.348753, 0.692496, -0.373977, 0, 0, 0, 1
0.872976, 0.42804, -0.233868, -0.469285, -0.483939, 0.820004, -0.305609, 0.116442, 0.0609591, 0.379967, 0.922989, 0.919195, 0, 0, 0, 1
0.778257, 0.43492, -0.452946, -0.471725, -0.498191, 0.866742, -0.0237501, 0.662039, 0.382258, 0.244137, 0.891222, -0.124865, 0, 0, 0, 1
0.731872, -0.582334, -0.353907, -0.735287, 0.600103, 0.79684, -0.0701565, -0.728214, 0.322862, -0.161035, 0.932645, 0.121851, 0, 0, 0, 1
0.706613, 0.681275, 0.191212, -0.436515, -0.648031, 0.51453, 0.561529, -0.137338, 0.284172, -0.520694, 0.805061, -0.359845, 0, 0, 0, 1
